itemId:151758737, builtAt:2014, bathrooms:1, netArea:46, metro:Щелковская, floor:11, price:15500000, area:84, elevator:–, timeToMetro:9, floors:14, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:161527387, builtAt:-, bathrooms:-, netArea:42.5, metro:Беляево, floor:1, price:8000000, area:59, elevator:1 пасс., timeToMetro:15, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 лодж.
itemId:155277175, builtAt:1971, bathrooms:-, netArea:43, metro:Улица Академика Янгеля, floor:8, price:8000000, area:60, elevator:–, timeToMetro:5, floors:12, rooms:3, view:двор и улица, buildingType:вторичка, renovation:косметический, balcony:1 лодж.
itemId:156064330, builtAt:1976, bathrooms:-, netArea:45, metro:Ясенево, floor:6, price:8000000, area:59.4, elevator:1 пасс., timeToMetro:15, floors:9, rooms:3, view:–, buildingType:вторичка, renovation:косметический, balcony:2 лодж.
itemId:163124613, builtAt:1978, bathrooms:-, netArea:34.2, metro:Новоясеневская, floor:6, price:8000000, area:51.3, elevator:1 пасс., timeToMetro:14, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:154381934, builtAt:1970, bathrooms:-, netArea:45, metro:Волжская, floor:2, price:8000000, area:64, elevator:–, timeToMetro:15, floors:12, rooms:3, view:двор и улица, buildingType:вторичка, renovation:отсутствует, balcony:1 балк.
itemId:162756896, builtAt:-, bathrooms:-, netArea:40, metro:Рязанский проспект, floor:6, price:8000000, area:65, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:14, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:евроремонт, balcony:1 балк.
itemId:154788728, builtAt:1963, bathrooms:1, netArea:40, metro:Сходненская, floor:1, price:8000000, area:58, elevator:–, timeToMetro:17, floors:8, rooms:3, view:двор, buildingType:вторичка, renovation:косметический, balcony:–
itemId:160549415, builtAt:-, bathrooms:-, netArea:34.4, metro:Теплый Стан, floor:1, price:8000000, area:50, elevator:–, timeToMetro:11, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:153061259, builtAt:1979, bathrooms:1, netArea:35, metro:Новоясеневская, floor:6, price:8000000, area:51, elevator:1 пасс., timeToMetro:8, floors:9, rooms:3, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 лодж.
itemId:150311156, builtAt:1963, bathrooms:1, netArea:39, metro:Славянский бульвар, floor:5, price:8000000, area:55, elevator:–, timeToMetro:12, floors:5, rooms:3, view:улица, buildingType:кирпичный, renovation:косметический, balcony:1 балк.
itemId:138856339, builtAt:-, bathrooms:-, netArea:38, metro:Текстильщики, floor:1, price:8000000, area:56, elevator:–, timeToMetro:2, floors:5, rooms:3, view:двор, buildingType:кирпичный, renovation:косметический, balcony:–
itemId:163045184, builtAt:1967, bathrooms:-, netArea:42, metro:Планерная, floor:4, price:8000000, area:58, elevator:1 пасс., timeToMetro:14, floors:9, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:отсутствует, balcony:1 лодж.
itemId:158589670, builtAt:1970, bathrooms:1, netArea:44.5, metro:Пражская, floor:2, price:8000000, area:59, elevator:1 пасс., timeToMetro:13, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:148832078, builtAt:1975, bathrooms:-, netArea:35, metro:Коньково, floor:5, price:8000000, area:53, elevator:1 пасс., timeToMetro:10, floors:9, rooms:3, view:двор, buildingType:вторичка, renovation:дизайнерский, balcony:1 балк.
itemId:157937619, builtAt:1975, bathrooms:1, netArea:38.7, metro:Выхино, floor:4, price:8000000, area:58.2, elevator:1 пасс., timeToMetro:9, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 балк.
itemId:155484728, builtAt:1968, bathrooms:1, netArea:44.8, metro:Щелковская, floor:5, price:8000000, area:58.7, elevator:–, timeToMetro:20, floors:9, rooms:3, view:–, buildingType:вторичка, renovation:евроремонт, balcony:1 лодж.
itemId:160664226, builtAt:1953, bathrooms:-, netArea:46.3, metro:Проспект Мира, floor:7, price:20000000, area:76.1, elevator:2 пасс., timeToMetro:3, floors:14, rooms:3, view:двор, buildingType:сталинский, renovation:косметический, balcony:–
itemId:157756926, builtAt:2004, bathrooms:-, netArea:58, metro:Выставочная, floor:10, price:35800000, area:94.4, elevator:2 пасс. + 1 груз., timeToMetro:10, floors:10, rooms:3, view:двор и улица, buildingType:монолитный, renovation:евроремонт, balcony:2 лодж.
itemId:163132370, builtAt:-, bathrooms:-, netArea:62, metro:Аэропорт, floor:31, price:27500000, area:95.2, elevator:1 пасс. + 1 груз., timeToMetro:12, floors:32, rooms:3, view:двор, buildingType:монолитный, renovation:евроремонт, balcony:нет
itemId:154782855, builtAt:1974, bathrooms:-, netArea:42, metro:Домодедовская, floor:7, price:8000000, area:58, elevator:–, timeToMetro:10, floors:9, rooms:3, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:155484728, builtAt:1968, bathrooms:1, netArea:44.8, metro:Щелковская, floor:5, price:8000000, area:58.7, elevator:–, timeToMetro:20, floors:9, rooms:3, view:–, buildingType:вторичка, renovation:евроремонт, balcony:1 лодж.
itemId:157937619, builtAt:1975, bathrooms:1, netArea:38.7, metro:Выхино, floor:4, price:8000000, area:58.2, elevator:1 пасс., timeToMetro:9, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 балк.
itemId:153427876, builtAt:1955, bathrooms:-, netArea:34, metro:Коптево, floor:3, price:8000000, area:55, elevator:1 пасс., timeToMetro:10, floors:5, rooms:3, view:улица, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:162208646, builtAt:1967, bathrooms:-, netArea:42.4, metro:Водный стадион, floor:1, price:8000000, area:57, elevator:1 пасс., timeToMetro:11, floors:9, rooms:3, view:двор, buildingType:кирпичный, renovation:косметический, balcony:–
itemId:152770098, builtAt:1972, bathrooms:-, netArea:40, metro:Текстильщики, floor:9, price:8000000, area:58, elevator:1 пасс., timeToMetro:11, floors:9, rooms:3, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:140387934, builtAt:1977, bathrooms:-, netArea:43, metro:Красногвардейская, floor:9, price:8000000, area:70, elevator:1 пасс., timeToMetro:2, floors:9, rooms:3, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 балк. + 1 лодж.
itemId:159998858, builtAt:1968, bathrooms:1, netArea:37, metro:Соколиная гора, floor:3, price:8000000, area:60, elevator:–, timeToMetro:7, floors:5, rooms:3, view:двор и улица, buildingType:кирпичный, renovation:косметический, balcony:1 балк.
itemId:154782090, builtAt:1972, bathrooms:-, netArea:46.9, metro:Теплый Стан, floor:1, price:8000000, area:64, elevator:–, timeToMetro:9, floors:9, rooms:3, view:улица, buildingType:вторичка, renovation:косметический, balcony:–
itemId:162299705, builtAt:1967, bathrooms:-, netArea:45, metro:Царицыно, floor:5, price:8000000, area:64, elevator:1 пасс., timeToMetro:17, floors:9, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:157979667, builtAt:1967, bathrooms:-, netArea:44, metro:Царицыно, floor:6, price:8050000, area:64.5, elevator:1 пасс., timeToMetro:15, floors:9, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:158658184, builtAt:1968, bathrooms:-, netArea:46, metro:Локомотив, floor:2, price:8050000, area:58, elevator:1 пасс., timeToMetro:6, floors:9, rooms:3, view:–, buildingType:кирпичный, renovation:отсутствует, balcony:1 балк.
itemId:162764044, builtAt:1970, bathrooms:-, netArea:44.5, metro:Медведково, floor:4, price:8050000, area:60, elevator:1 пасс., timeToMetro:8, floors:9, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:159819656, builtAt:1969, bathrooms:-, netArea:43, metro:Медведково, floor:4, price:8050000, area:60, elevator:1 пасс., timeToMetro:6, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:160332104, builtAt:1969, bathrooms:-, netArea:43.1, metro:Новогиреево, floor:2, price:8100000, area:59, elevator:1 пасс., timeToMetro:17, floors:9, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:отсутствует, balcony:1 лодж.
itemId:161416016, builtAt:-, bathrooms:-, netArea:42, metro:Медведково, floor:6, price:8100000, area:60, elevator:1 пасс., timeToMetro:9, floors:9, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:-, balcony:1 балк. + 1 лодж.
itemId:161850750, builtAt:-, bathrooms:-, netArea:41, metro:Первомайская, floor:7, price:8100000, area:62, elevator:–, timeToMetro:15, floors:9, rooms:3, view:улица, buildingType:панельный дом, renovation:евроремонт, balcony:1 балк.
itemId:158971798, builtAt:-, bathrooms:-, netArea:45, metro:Бибирево, floor:2, price:8100000, area:63, elevator:1 пасс., timeToMetro:5, floors:12, rooms:3, view:двор, buildingType:панельный дом, renovation:отсутствует, balcony:1 балк.
itemId:149198427, builtAt:-, bathrooms:-, netArea:44.5, metro:Сходненская, floor:4, price:8100000, area:59.6, elevator:1 пасс., timeToMetro:5, floors:9, rooms:3, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:160315767, builtAt:-, bathrooms:-, netArea:44.1, metro:Медведково, floor:9, price:8100000, area:58.2, elevator:нет, timeToMetro:3, floors:9, rooms:3, view:двор и улица, buildingType:кирпичный, renovation:косметический, balcony:1 балк.
itemId:158328489, builtAt:-, bathrooms:-, netArea:44, metro:Бибирево, floor:2, price:8100000, area:63, elevator:1 пасс. + 1 груз., timeToMetro:3, floors:12, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:157961250, builtAt:-, bathrooms:-, netArea:45, metro:Текстильщики, floor:8, price:8100000, area:68, elevator:1 пасс. + 1 груз., timeToMetro:15, floors:12, rooms:3, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:2 лодж.
itemId:161124893, builtAt:-, bathrooms:-, netArea:38, metro:Первомайская, floor:7, price:8100000, area:62, elevator:1 пасс., timeToMetro:15, floors:9, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:евроремонт, balcony:1 балк.
itemId:155255291, builtAt:1973, bathrooms:-, netArea:45, metro:Улица Академика Янгеля, floor:3, price:8100000, area:63, elevator:2 пасс., timeToMetro:14, floors:12, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:154273113, builtAt:1971, bathrooms:-, netArea:43.4, metro:Выхино, floor:5, price:8100000, area:60, elevator:2 пасс., timeToMetro:15, floors:9, rooms:3, view:двор, buildingType:вторичка, renovation:евроремонт, balcony:1 лодж.
itemId:160319981, builtAt:2010, bathrooms:-, netArea:–, metro:Молодежная, floor:4, price:26400000, area:106, elevator:1 пасс. + 1 груз., timeToMetro:5, floors:19, rooms:3, view:–, buildingType:монолитный, renovation:евроремонт, balcony:1 лодж.
itemId:159374335, builtAt:1931, bathrooms:1, netArea:47, metro:Кропоткинская, floor:10, price:4312500, area:58, elevator:1 пасс., timeToMetro:7, floors:10, rooms:3, view:улица, buildingType:монолитный, renovation:евроремонт, balcony:1 балк.
itemId:162901874, builtAt:2006, bathrooms:-, netArea:62, metro:Тропарево, floor:11, price:31500000, area:125, elevator:1 пасс. + 1 груз., timeToMetro:8, floors:22, rooms:3, view:двор и улица, buildingType:монолитный, renovation:дизайнерский, balcony:2 лодж.
itemId:161398806, builtAt:-, bathrooms:-, netArea:40, metro:Коньково, floor:1, price:8100000, area:60, elevator:1 пасс., timeToMetro:10, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:-, balcony:1 лодж.
itemId:160641784, builtAt:-, bathrooms:-, netArea:38, metro:Владыкино, floor:2, price:8100000, area:63, elevator:1 пасс., timeToMetro:10, floors:12, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:отсутствует, balcony:1 балк. + 1 лодж.
itemId:156206261, builtAt:-, bathrooms:-, netArea:37.3, metro:Медведково, floor:3, price:8100000, area:59, elevator:1 пасс., timeToMetro:10, floors:9, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:-, balcony:1 балк.
itemId:2780251, builtAt:-, bathrooms:-, netArea:34.4, metro:Ясенево, floor:1, price:8100000, area:52, elevator:1 пасс., timeToMetro:11, floors:9, rooms:3, view:двор и улица, buildingType:вторичка, renovation:косметический, balcony:1 балк.
itemId:163097621, builtAt:-, bathrooms:-, netArea:41, metro:Бибирево, floor:9, price:8100000, area:59.7, elevator:1 пасс., timeToMetro:5, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 балк.
itemId:158218138, builtAt:1969, bathrooms:-, netArea:42.8, metro:Планерная, floor:10, price:8100000, area:58.1, elevator:1 пасс., timeToMetro:9, floors:12, rooms:3, view:–, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:154666467, builtAt:1979, bathrooms:-, netArea:34, metro:Строгино, floor:1, price:8100000, area:51, elevator:–, timeToMetro:7, floors:9, rooms:3, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 лодж.
itemId:157192092, builtAt:1982, bathrooms:-, netArea:45, metro:Аннино, floor:1, price:8100000, area:75, elevator:1 пасс. + 1 груз., timeToMetro:1, floors:16, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:159736402, builtAt:-, bathrooms:-, netArea:44.1, metro:Сходненская, floor:5, price:8100000, area:60, elevator:1 пасс., timeToMetro:10, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:отсутствует, balcony:1 лодж.
itemId:161096199, builtAt:1973, bathrooms:-, netArea:45.1, metro:Улица Академика Янгеля, floor:7, price:8100000, area:62.9, elevator:1 пасс., timeToMetro:16, floors:12, rooms:3, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 лодж.
itemId:159736166, builtAt:-, bathrooms:1, netArea:44, metro:Люблино, floor:3, price:8100000, area:60, elevator:2 пасс., timeToMetro:12, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 балк.
itemId:153374810, builtAt:1973, bathrooms:-, netArea:37.9, metro:Медведково, floor:3, price:8100000, area:56.6, elevator:1 пасс., timeToMetro:11, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:отсутствует, balcony:1 лодж.
itemId:162444999, builtAt:1974, bathrooms:-, netArea:45, metro:Алтуфьево, floor:7, price:8100000, area:65, elevator:1 пасс., timeToMetro:15, floors:12, rooms:3, view:двор, buildingType:панельный дом, renovation:отсутствует, balcony:1 лодж.
itemId:162756994, builtAt:-, bathrooms:-, netArea:41, metro:Бибирево, floor:9, price:8150000, area:59.7, elevator:1 пасс., timeToMetro:7, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:-, balcony:1 балк.
itemId:161256628, builtAt:-, bathrooms:-, netArea:33.8, metro:Планерная, floor:3, price:8150000, area:50, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:162030641, builtAt:-, bathrooms:-, netArea:44.8, metro:Нагорная, floor:3, price:8150000, area:60, elevator:1 пасс., timeToMetro:15, floors:9, rooms:3, view:двор и улица, buildingType:кирпичный, renovation:отсутствует, balcony:1 балк.
itemId:162800351, builtAt:-, bathrooms:-, netArea:1, metro:Домодедовская, floor:12, price:8150000, area:63, elevator:1 пасс., timeToMetro:7, floors:12, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:-, balcony:2 балк.
itemId:155367836, builtAt:-, bathrooms:-, netArea:36, metro:Ясенево, floor:3, price:8150000, area:52, elevator:1 пасс., timeToMetro:5, floors:9, rooms:3, view:–, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:156477420, builtAt:1977, bathrooms:-, netArea:34.2, metro:Новоясеневская, floor:3, price:8150000, area:49.3, elevator:1 пасс., timeToMetro:10, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 лодж.
itemId:163234648, builtAt:-, bathrooms:-, netArea:32, metro:Домодедовская, floor:9, price:8150000, area:60, elevator:1 пасс., timeToMetro:7, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:-, balcony:1 балк.
itemId:161529372, builtAt:-, bathrooms:-, netArea:50, metro:Зябликово, floor:8, price:8150000, area:64, elevator:–, timeToMetro:5, floors:9, rooms:3, view:–, buildingType:панельный дом, renovation:-, balcony:1 лодж.
itemId:157152521, builtAt:1980, bathrooms:-, netArea:–, metro:Марьино, floor:5, price:8150000, area:59, elevator:1 пасс., timeToMetro:20, floors:9, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:евроремонт, balcony:1 лодж.
itemId:161974425, builtAt:1974, bathrooms:-, netArea:41, metro:Алтуфьево, floor:9, price:8150000, area:59.7, elevator:1 пасс., timeToMetro:9, floors:9, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:153882771, builtAt:1992, bathrooms:1, netArea:44.9, metro:Алтуфьево, floor:1, price:8150000, area:63, elevator:–, timeToMetro:14, floors:12, rooms:3, view:двор, buildingType:вторичка, renovation:косметический, balcony:2 лодж.
itemId:162830263, builtAt:1976, bathrooms:-, netArea:43, metro:Шипиловская, floor:2, price:8150000, area:59, elevator:1 пасс., timeToMetro:4, floors:9, rooms:3, view:–, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:161899126, builtAt:2015, bathrooms:1, netArea:78, metro:Раменки, floor:7, price:38000000, area:129, elevator:1 пасс., timeToMetro:10, floors:21, rooms:3, view:–, buildingType:кирпично-монолитный, renovation:отсутствует, balcony:2 балк.
itemId:157202678, builtAt:2015, bathrooms:2, netArea:55, metro:Университет, floor:6, price:29990000, area:110.2, elevator:2 пасс. + 1 груз., timeToMetro:15, floors:21, rooms:3, view:двор и улица, buildingType:монолитный, renovation:отсутствует, balcony:2 лодж.
itemId:162143755, builtAt:1927, bathrooms:1, netArea:54, metro:Новокузнецкая, floor:2, price:22000000, area:80, elevator:–, timeToMetro:8, floors:5, rooms:3, view:двор и улица, buildingType:кирпичный, renovation:отсутствует, balcony:1 балк. + 1 лодж.
itemId:162239728, builtAt:1974, bathrooms:-, netArea:44, metro:Домодедовская, floor:12, price:8150000, area:63, elevator:2 пасс., timeToMetro:7, floors:12, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:2 балк.
itemId:162608998, builtAt:1970, bathrooms:-, netArea:35, metro:Кунцевская, floor:4, price:8150000, area:53, elevator:1 пасс., timeToMetro:12, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:163058240, builtAt:1969, bathrooms:-, netArea:43, metro:Печатники, floor:6, price:8180000, area:59, elevator:1 пасс., timeToMetro:7, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 балк.
itemId:157668238, builtAt:1934, bathrooms:1, netArea:45, metro:Семеновская, floor:5, price:8180000, area:63, elevator:–, timeToMetro:16, floors:5, rooms:3, view:двор, buildingType:кирпичный, renovation:косметический, balcony:1 балк.
itemId:159932335, builtAt:1974, bathrooms:3, netArea:44, metro:Тропарево, floor:6, price:8186000, area:66, elevator:1 пасс., timeToMetro:19, floors:12, rooms:3, view:улица, buildingType:панельный дом, renovation:отсутствует, balcony:2 лодж.
itemId:161637186, builtAt:-, bathrooms:-, netArea:43, metro:Печатники, floor:6, price:8190000, area:59, elevator:1 пасс., timeToMetro:9, floors:9, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:162220493, builtAt:-, bathrooms:-, netArea:44.3, metro:Планерная, floor:4, price:8190000, area:58.6, elevator:1 пасс., timeToMetro:2, floors:9, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:отсутствует, balcony:1 лодж.
itemId:162167540, builtAt:-, bathrooms:-, netArea:40, metro:Печатники, floor:6, price:8190000, area:59, elevator:1 пасс., timeToMetro:10, floors:9, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:158371596, builtAt:1978, bathrooms:-, netArea:40, metro:Владыкино, floor:11, price:8190000, area:63, elevator:1 пасс., timeToMetro:11, floors:12, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:2 лодж.
itemId:162957045, builtAt:1974, bathrooms:-, netArea:45.2, metro:Алтуфьево, floor:5, price:8200000, area:65, elevator:1 пасс., timeToMetro:15, floors:12, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:162433224, builtAt:-, bathrooms:-, netArea:43, metro:Печатники, floor:6, price:8200000, area:59, elevator:1 пасс., timeToMetro:7, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 балк.
itemId:157589992, builtAt:1973, bathrooms:-, netArea:41, metro:Печатники, floor:2, price:8200000, area:60, elevator:1 пасс., timeToMetro:13, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:156110008, builtAt:1978, bathrooms:-, netArea:38, metro:Новоясеневская, floor:3, price:8200000, area:61, elevator:1 пасс., timeToMetro:9, floors:9, rooms:3, view:двор, buildingType:вторичка, renovation:косметический, balcony:2 лодж.
itemId:153879084, builtAt:1972, bathrooms:-, netArea:36, metro:Теплый Стан, floor:4, price:8200000, area:50.2, elevator:1 пасс., timeToMetro:9, floors:9, rooms:3, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 лодж.
itemId:149605442, builtAt:1974, bathrooms:-, netArea:46, metro:Домодедовская, floor:10, price:8200000, area:64, elevator:2 пасс., timeToMetro:10, floors:12, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:160771744, builtAt:1971, bathrooms:-, netArea:40, metro:Семеновская, floor:8, price:8200000, area:60, elevator:1 пасс., timeToMetro:15, floors:9, rooms:3, view:–, buildingType:панельный дом, renovation:отсутствует, balcony:1 лодж.
itemId:162524497, builtAt:-, bathrooms:-, netArea:42, metro:Рязанский проспект, floor:2, price:8200000, area:58, elevator:1 пасс., timeToMetro:15, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:159275637, builtAt:-, bathrooms:-, netArea:43, metro:Перово, floor:6, price:8200000, area:59, elevator:1 пасс., timeToMetro:14, floors:9, rooms:3, view:двор и улица, buildingType:кирпичный, renovation:отсутствует, balcony:1 балк.
itemId:161838931, builtAt:1965, bathrooms:-, netArea:41.9, metro:Щукинская, floor:1, price:8200000, area:59.4, elevator:–, timeToMetro:2, floors:5, rooms:3, view:двор, buildingType:панельный дом, renovation:-, balcony:–
itemId:153006696, builtAt:-, bathrooms:-, netArea:42, metro:Рязанский проспект, floor:6, price:8200000, area:58, elevator:нет, timeToMetro:10, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:162215070, builtAt:-, bathrooms:-, netArea:–, metro:Печатники, floor:5, price:8200000, area:60, elevator:1 пасс., timeToMetro:5, floors:9, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:147735907, builtAt:-, bathrooms:-, netArea:40.9, metro:Домодедовская, floor:10, price:8200000, area:60.3, elevator:1 пасс. + 1 груз., timeToMetro:12, floors:12, rooms:3, view:двор, buildingType:панельный дом, renovation:отсутствует, balcony:–
itemId:32271454, builtAt:1976, bathrooms:-, netArea:34.8, metro:Ясенево, floor:4, price:8200000, area:53, elevator:1 пасс., timeToMetro:10, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:136701677, builtAt:-, bathrooms:1, netArea:37, metro:Динамо, floor:1, price:8200000, area:57, elevator:–, timeToMetro:10, floors:5, rooms:3, view:двор и улица, buildingType:вторичка, renovation:косметический, balcony:–
itemId:157038113, builtAt:1967, bathrooms:1, netArea:44, metro:Лихоборы, floor:2, price:8200000, area:60, elevator:1 пасс., timeToMetro:2, floors:9, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:евроремонт, balcony:1 лодж.
itemId:159917253, builtAt:2011, bathrooms:1, netArea:63, metro:Беговая, floor:6, price:21500000, area:86, elevator:2 пасс. + 1 груз., timeToMetro:2, floors:32, rooms:3, view:двор, buildingType:кирпично-монолитный, renovation:евроремонт, balcony:–
itemId:161828076, builtAt:-, bathrooms:1, netArea:43, metro:Тушинская, floor:2, price:10150000, area:73.7, elevator:нет, timeToMetro:12, floors:5, rooms:3, view:двор и улица, buildingType:сталинский, renovation:косметический, balcony:нет
itemId:161123655, builtAt:2012, bathrooms:1, netArea:70, metro:Алексеевская, floor:3, price:38000000, area:95, elevator:2 пасс. + 1 груз., timeToMetro:8, floors:6, rooms:3, view:двор, buildingType:монолитный, renovation:дизайнерский, balcony:–
itemId:153705885, builtAt:1970, bathrooms:-, netArea:44, metro:Пражская, floor:6, price:8200000, area:60, elevator:1 пасс., timeToMetro:9, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:162352519, builtAt:1975, bathrooms:-, netArea:39, metro:Отрадное, floor:5, price:8200000, area:60, elevator:1 пасс., timeToMetro:10, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:151004701, builtAt:-, bathrooms:-, netArea:30, metro:Домодедовская, floor:9, price:8200000, area:60, elevator:1 пасс., timeToMetro:10, floors:9, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:162639243, builtAt:-, bathrooms:1, netArea:41, metro:Новогиреево, floor:1, price:8200000, area:58, elevator:1 пасс., timeToMetro:10, floors:9, rooms:3, view:двор и улица, buildingType:кирпичный, renovation:-, balcony:нет
itemId:149526980, builtAt:1977, bathrooms:-, netArea:42, metro:Текстильщики, floor:3, price:8200000, area:62, elevator:1 пасс. + 1 груз., timeToMetro:15, floors:12, rooms:3, view:двор, buildingType:вторичка, renovation:косметический, balcony:–
itemId:161477332, builtAt:-, bathrooms:1, netArea:42, metro:Рязанский проспект, floor:2, price:8200000, area:58, elevator:1 пасс., timeToMetro:15, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:-, balcony:1 балк.
itemId:161901063, builtAt:1964, bathrooms:-, netArea:45, metro:Ясенево, floor:3, price:8200000, area:61, elevator:1 пасс., timeToMetro:10, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 лодж.
itemId:151766486, builtAt:-, bathrooms:-, netArea:37, metro:Новоясеневская, floor:3, price:8200000, area:51, elevator:1 пасс., timeToMetro:9, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:-, balcony:1 лодж.
itemId:157240670, builtAt:-, bathrooms:-, netArea:44, metro:Теплый Стан, floor:5, price:8200000, area:60, elevator:нет, timeToMetro:6, floors:9, rooms:3, view:двор и улица, buildingType:панельный дом, renovation:отсутствует, balcony:1 лодж.
itemId:24509386, builtAt:1959, bathrooms:-, netArea:36.1, metro:Первомайская, floor:1, price:8200000, area:53.7, elevator:–, timeToMetro:9, floors:5, rooms:3, view:двор, buildingType:кирпичный, renovation:косметический, balcony:–
itemId:157445380, builtAt:1979, bathrooms:-, netArea:43, metro:Медведково, floor:5, price:8200000, area:59, elevator:1 пасс., timeToMetro:14, floors:9, rooms:3, view:двор, buildingType:панельный дом, renovation:косметический, balcony:1 лодж.
itemId:154024941, builtAt:1969, bathrooms:-, netArea:39, metro:Южная, floor:6, price:8200000, area:59, elevator:1 пасс., timeToMetro:8, floors:9, rooms:3, view:двор, buildingType:вторичка, renovation:косметический, balcony:1 балк.
