itemId:161839729, builtAt:-, bathrooms:1, netArea:18, metro:Беляево, floor:9, price:5990000, area:32, elevator:1 пасс., timeToMetro:10, floors:9, rooms:1, view:двор, buildingType:панельный дом, renovation:-, balcony:нет
itemId:162460476, builtAt:2017, bathrooms:2, netArea:16, metro:Динамо, floor:8, price:13125000, area:53, elevator:2 пасс., timeToMetro:9, floors:26, rooms:1, view:улица, buildingType:монолитный, renovation:отсутствует, balcony:нет
itemId:160203548, builtAt:-, bathrooms:1, netArea:21, metro:Раменки, floor:3, price:13100000, area:50, elevator:1 пасс. + 1 груз., timeToMetro:5, floors:21, rooms:1, view:двор, buildingType:монолитный, renovation:косметический, balcony:1 лодж.
itemId:162279795, builtAt:2014, bathrooms:1, netArea:27, metro:Раменки, floor:14, price:13200000, area:51, elevator:2 пасс. + 2 груз., timeToMetro:4, floors:21, rooms:1, view:улица, buildingType:монолитный, renovation:отсутствует, balcony:1 лодж.
itemId:160177752, builtAt:-, bathrooms:1, netArea:20, metro:Преображенская площадь, floor:4, price:13200000, area:49, elevator:1 пасс. + 1 груз., timeToMetro:3, floors:11, rooms:1, view:двор и улица, buildingType:монолитный, renovation:отсутствует, balcony:1 лодж.
itemId:162825260, builtAt:-, bathrooms:1, netArea:20, metro:Свиблово, floor:12, price:13200000, area:50, elevator:1 пасс. + 1 груз., timeToMetro:6, floors:13, rooms:1, view:двор, buildingType:монолитный, renovation:-, balcony:1 лодж.
itemId:162825269, builtAt:-, bathrooms:1, netArea:20, metro:Свиблово, floor:11, price:13200000, area:51, elevator:1 пасс. + 1 груз., timeToMetro:6, floors:13, rooms:1, view:улица, buildingType:монолитный, renovation:-, balcony:1 лодж.
itemId:156380339, builtAt:2014, bathrooms:1, netArea:25, metro:Ясенево, floor:14, price:13200000, area:65, elevator:4 пасс., timeToMetro:6, floors:23, rooms:1, view:улица, buildingType:вторичка, renovation:отсутствует, balcony:1 лодж.
itemId:150687112, builtAt:-, bathrooms:2, netArea:–, metro:Преображенская площадь, floor:4, price:13200000, area:49.1, elevator:1 пасс., timeToMetro:7, floors:16, rooms:1, view:–, buildingType:кирпично-монолитный, renovation:-, balcony:–
itemId:158679285, builtAt:-, bathrooms:1, netArea:35, metro:Ясенево, floor:4, price:13200000, area:70, elevator:2 пасс. + 2 груз., timeToMetro:6, floors:23, rooms:1, view:улица, buildingType:вторичка, renovation:отсутствует, balcony:1 балк.
itemId:159374389, builtAt:1996, bathrooms:-, netArea:21, metro:Лермонтовский проспект, floor:8, price:6800000, area:40, elevator:2 пасс., timeToMetro:10, floors:9, rooms:1, view:улица, buildingType:панельный дом, renovation:евроремонт, balcony:1 лодж.
itemId:161034029, builtAt:2011, bathrooms:1, netArea:15, metro:Нагатинская, floor:2, price:12000000, area:49.3, elevator:2 пасс. + 2 груз., timeToMetro:14, floors:24, rooms:1, view:улица, buildingType:монолитный, renovation:евроремонт, balcony:нет
itemId:162415519, builtAt:-, bathrooms:-, netArea:–, metro:Свиблово, floor:3, price:8200000, area:40, elevator:1 пасс. + 1 груз., timeToMetro:2, floors:17, rooms:1, view:двор и улица, buildingType:панельный дом, renovation:косметический, balcony:1 балк.
itemId:160704999, builtAt:-, bathrooms:1, netArea:18, metro:Раменки, floor:3, price:13200000, area:46, elevator:2 пасс. + 1 груз., timeToMetro:5, floors:21, rooms:1, view:двор, buildingType:кирпично-монолитный, renovation:-, balcony:1 балк.
itemId:160177806, builtAt:-, bathrooms:1, netArea:20, metro:Преображенская площадь, floor:10, price:13300000, area:50, elevator:1 пасс. + 1 груз., timeToMetro:3, floors:11, rooms:1, view:двор и улица, buildingType:монолитный, renovation:отсутствует, balcony:1 лодж.
itemId:157361878, builtAt:2015, bathrooms:1, netArea:32, metro:Раменки, floor:3, price:13300000, area:50, elevator:1 пасс. + 1 груз., timeToMetro:13, floors:21, rooms:1, view:улица, buildingType:монолитный, renovation:отсутствует, balcony:1 балк. + 1 лодж.
itemId:160177670, builtAt:-, bathrooms:1, netArea:20, metro:Преображенская площадь, floor:10, price:13370000, area:49.9, elevator:1 пасс. + 1 груз., timeToMetro:3, floors:13, rooms:1, view:двор, buildingType:монолитный, renovation:отсутствует, balcony:1 лодж.
itemId:152269581, builtAt:-, bathrooms:1, netArea:20, metro:Преображенская площадь, floor:10, price:13370000, area:49.5, elevator:1 пасс. + 1 груз., timeToMetro:7, floors:16, rooms:1, view:двор, buildingType:монолитный, renovation:отсутствует, balcony:1 лодж.
itemId:161559229, builtAt:-, bathrooms:-, netArea:25, metro:Кунцевская, floor:13, price:13500000, area:52, elevator:нет, timeToMetro:9, floors:14, rooms:1, view:двор, buildingType:кирпичный, renovation:отсутствует, balcony:1 балк.
itemId:160177747, builtAt:-, bathrooms:1, netArea:19, metro:Преображенская площадь, floor:6, price:13500000, area:49, elevator:1 пасс. + 1 груз., timeToMetro:3, floors:11, rooms:1, view:двор и улица, buildingType:монолитный, renovation:отсутствует, balcony:1 лодж.
itemId:163101435, builtAt:-, bathrooms:1, netArea:30, metro:Кузьминки, floor:9, price:13500000, area:66, elevator:1 пасс. + 1 груз., timeToMetro:5, floors:17, rooms:1, view:двор, buildingType:кирпично-монолитный, renovation:-, balcony:1 лодж.
itemId:154095341, builtAt:2013, bathrooms:-, netArea:24, metro:Кунцевская, floor:16, price:13500000, area:60, elevator:2 пасс. + 3 груз., timeToMetro:15, floors:40, rooms:1, view:улица, buildingType:вторичка, renovation:отсутствует, balcony:1 лодж.
itemId:160023047, builtAt:-, bathrooms:-, netArea:39.2, metro:Бауманская, floor:8, price:13641600, area:39.2, elevator:2 пасс. + 2 груз., timeToMetro:3, floors:10, rooms:1, view:двор, buildingType:монолитный, renovation:-, balcony:нет
itemId:160177816, builtAt:-, bathrooms:1, netArea:20, metro:Преображенская площадь, floor:11, price:13800000, area:49, elevator:1 пасс. + 1 груз., timeToMetro:3, floors:13, rooms:1, view:двор и улица, buildingType:монолитный, renovation:отсутствует, balcony:1 лодж.
itemId:157361892, builtAt:2015, bathrooms:1, netArea:32, metro:Раменки, floor:16, price:13800000, area:48, elevator:–, timeToMetro:12, floors:21, rooms:1, view:улица, buildingType:вторичка, renovation:отсутствует, balcony:1 балк.
itemId:155878404, builtAt:2014, bathrooms:1, netArea:14, metro:Раменки, floor:16, price:13800000, area:50, elevator:1 пасс. + 1 груз., timeToMetro:14, floors:21, rooms:1, view:двор, buildingType:вторичка, renovation:отсутствует, balcony:1 балк.
itemId:2464298, builtAt:-, bathrooms:-, netArea:25, metro:Измайловская, floor:8, price:13900000, area:58, elevator:2 пасс. + 1 груз., timeToMetro:12, floors:18, rooms:1, view:улица, buildingType:вторичка, renovation:косметический, balcony:1 лодж.
itemId:162903395, builtAt:1979, bathrooms:-, netArea:21, metro:Киевская, floor:10, price:13900000, area:43, elevator:1 пасс., timeToMetro:5, floors:12, rooms:1, view:улица, buildingType:кирпичный, renovation:косметический, balcony:1 лодж.
itemId:160505462, builtAt:2015, bathrooms:1, netArea:29, metro:Фили, floor:19, price:14000000, area:47, elevator:2 пасс. + 1 груз., timeToMetro:16, floors:22, rooms:1, view:улица, buildingType:монолитный, renovation:дизайнерский, balcony:1 лодж.
itemId:156323071, builtAt:-, bathrooms:-, netArea:25.2, metro:Белорусская, floor:2, price:13990000, area:48.8, elevator:1 пасс. + 1 груз., timeToMetro:7, floors:7, rooms:1, view:двор, buildingType:кирпичный, renovation:-, balcony:нет
itemId:150246123, builtAt:1956, bathrooms:-, netArea:18, metro:Новокузнецкая, floor:12, price:14000000, area:35, elevator:2 пасс., timeToMetro:4, floors:12, rooms:1, view:улица, buildingType:кирпичный, renovation:косметический, balcony:–
itemId:155783166, builtAt:-, bathrooms:-, netArea:30, metro:Ясенево, floor:13, price:14100000, area:70, elevator:2 пасс. + 2 груз., timeToMetro:6, floors:23, rooms:1, view:улица, buildingType:вторичка, renovation:отсутствует, balcony:1 лодж.
itemId:159668769, builtAt:2009, bathrooms:1, netArea:19.7, metro:Юго-Западная, floor:20, price:14121400, area:53.2, elevator:2 пасс. + 1 груз., timeToMetro:7, floors:24, rooms:1, view:двор, buildingType:монолитный, renovation:отсутствует, balcony:2 лодж.
itemId:162164426, builtAt:1915, bathrooms:-, netArea:19, metro:Чкаловская, floor:1, price:14200000, area:40.2, elevator:1 пасс., timeToMetro:8, floors:6, rooms:1, view:двор, buildingType:кирпичный, renovation:косметический, balcony:–
itemId:163117512, builtAt:2016, bathrooms:1, netArea:–, metro:Раменки, floor:4, price:14200000, area:51.6, elevator:1 пасс. + 1 груз., timeToMetro:13, floors:21, rooms:1, view:улица, buildingType:вторичка, renovation:отсутствует, balcony:1 лодж.
itemId:159429894, builtAt:-, bathrooms:-, netArea:19.7, metro:Юго-Западная, floor:20, price:14300000, area:53.2, elevator:1 пасс. + 1 груз., timeToMetro:7, floors:24, rooms:1, view:двор и улица, buildingType:кирпично-монолитный, renovation:отсутствует, balcony:1 лодж.
itemId:161614007, builtAt:2008, bathrooms:1, netArea:36, metro:Динамо, floor:8, price:14500000, area:52, elevator:1 пасс. + 1 груз., timeToMetro:16, floors:11, rooms:1, view:двор, buildingType:кирпичный, renovation:дизайнерский, balcony:1 балк.
itemId:153216958, builtAt:2015, bathrooms:1, netArea:26.2, metro:Раменки, floor:10, price:14490000, area:54, elevator:1 пасс. + 1 груз., timeToMetro:6, floors:18, rooms:1, view:двор и улица, buildingType:вторичка, renovation:отсутствует, balcony:1 лодж.
itemId:163060347, builtAt:2014, bathrooms:1, netArea:18.6, metro:Бунинская аллея, floor:1, price:4200000, area:37.3, elevator:1 пасс. + 1 груз., timeToMetro:20, floors:17, rooms:1, view:двор, buildingType:кирпично-монолитный, renovation:отсутствует, balcony:–
itemId:152595078, builtAt:-, bathrooms:2, netArea:20, metro:Преображенская площадь, floor:11, price:12600000, area:49.3, elevator:1 пасс. + 1 груз., timeToMetro:3, floors:13, rooms:1, view:двор и улица, buildingType:монолитный, renovation:-, balcony:1 лодж.
itemId:161034280, builtAt:2013, bathrooms:1, netArea:–, metro:Красносельская, floor:3, price:15000000, area:84.4, elevator:2 пасс., timeToMetro:17, floors:4, rooms:1, view:улица, buildingType:кирпичный, renovation:отсутствует, balcony:нет
itemId:160178077, builtAt:-, bathrooms:1, netArea:19, metro:Раменки, floor:16, price:14500000, area:49, elevator:1 пасс. + 1 груз., timeToMetro:5, floors:21, rooms:1, view:улица, buildingType:монолитный, renovation:отсутствует, balcony:1 лодж.
itemId:159048426, builtAt:-, bathrooms:1, netArea:40, metro:Бауманская, floor:2, price:14500000, area:53, elevator:2 пасс. + 1 груз., timeToMetro:6, floors:8, rooms:1, view:двор, buildingType:кирпично-монолитный, renovation:отсутствует, balcony:нет
itemId:162364055, builtAt:-, bathrooms:1, netArea:18.7, metro:Раменки, floor:17, price:14500000, area:48.3, elevator:1 пасс. + 1 груз., timeToMetro:11, floors:21, rooms:1, view:двор, buildingType:монолитный, renovation:отсутствует, balcony:1 лодж.
itemId:162221183, builtAt:-, bathrooms:-, netArea:22, metro:Раменки, floor:14, price:14500000, area:48, elevator:нет, timeToMetro:1, floors:19, rooms:1, view:улица, buildingType:кирпично-монолитный, renovation:отсутствует, balcony:1 лодж.
itemId:160070232, builtAt:-, bathrooms:1, netArea:21, metro:Раменки, floor:7, price:14500000, area:50, elevator:1 пасс. + 1 груз., timeToMetro:5, floors:18, rooms:1, view:улица, buildingType:монолитный, renovation:отсутствует, balcony:1 лодж.
itemId:160070224, builtAt:-, bathrooms:1, netArea:19, metro:Раменки, floor:16, price:14500000, area:49, elevator:1 пасс. + 1 груз., timeToMetro:5, floors:21, rooms:1, view:улица, buildingType:монолитный, renovation:отсутствует, balcony:1 лодж.
itemId:148174461, builtAt:1961, bathrooms:1, netArea:18.1, metro:Смоленская, floor:6, price:14600000, area:36.4, elevator:1 пасс., timeToMetro:5, floors:7, rooms:1, view:двор, buildingType:вторичка, renovation:евроремонт, balcony:–
itemId:162239905, builtAt:1914, bathrooms:1, netArea:22.9, metro:Парк Культуры, floor:1, price:14900000, area:40.2, elevator:1 пасс., timeToMetro:12, floors:5, rooms:1, view:двор, buildingType:кирпичный, renovation:евроремонт, balcony:–
itemId:160902600, builtAt:-, bathrooms:1, netArea:21, metro:Раменки, floor:15, price:15000000, area:50, elevator:1 пасс. + 1 груз., timeToMetro:5, floors:21, rooms:1, view:улица, buildingType:монолитный, renovation:отсутствует, balcony:1 лодж.
itemId:160902601, builtAt:-, bathrooms:1, netArea:21, metro:Раменки, floor:15, price:15000000, area:50, elevator:1 пасс. + 1 груз., timeToMetro:5, floors:21, rooms:1, view:улица, buildingType:монолитный, renovation:отсутствует, balcony:1 лодж.
itemId:153708572, builtAt:2006, bathrooms:-, netArea:–, metro:Преображенская площадь, floor:5, price:15000000, area:44, elevator:1 пасс. + 1 груз., timeToMetro:8, floors:17, rooms:1, view:двор и улица, buildingType:кирпично-монолитный, renovation:-, balcony:1 лодж.
itemId:159072609, builtAt:-, bathrooms:1, netArea:27.3, metro:Пушкинская, floor:3, price:15000000, area:47, elevator:1 пасс., timeToMetro:5, floors:9, rooms:1, view:двор, buildingType:кирпичный, renovation:-, balcony:–
itemId:159049418, builtAt:2013, bathrooms:1, netArea:–, metro:Красносельская, floor:3, price:15000000, area:84.4, elevator:2 пасс., timeToMetro:17, floors:4, rooms:1, view:улица, buildingType:кирпичный, renovation:отсутствует, balcony:нет
itemId:161046991, builtAt:2009, bathrooms:1, netArea:22.1, metro:Серпуховская, floor:3, price:14999999, area:45, elevator:1 пасс., timeToMetro:6, floors:7, rooms:1, view:двор, buildingType:монолитный, renovation:косметический, balcony:1 лодж.
itemId:161610198, builtAt:-, bathrooms:1, netArea:21, metro:Раменки, floor:2, price:15300000, area:50, elevator:1 пасс. + 1 груз., timeToMetro:5, floors:18, rooms:1, view:двор, buildingType:монолитный, renovation:отсутствует, balcony:1 лодж.
itemId:159186184, builtAt:2009, bathrooms:1, netArea:19.7, metro:Юго-Западная, floor:20, price:15400000, area:53.2, elevator:–, timeToMetro:14, floors:24, rooms:1, view:двор, buildingType:монолитный, renovation:отсутствует, balcony:1 лодж.
itemId:157409172, builtAt:-, bathrooms:1, netArea:39, metro:Раменки, floor:12, price:15400000, area:47, elevator:1 пасс. + 1 груз., timeToMetro:8, floors:22, rooms:1, view:улица, buildingType:монолитный, renovation:отсутствует, balcony:1 балк.
itemId:155667893, builtAt:-, bathrooms:1, netArea:30, metro:Строгино, floor:18, price:15500000, area:51, elevator:2 пасс. + 1 груз., timeToMetro:10, floors:28, rooms:1, view:двор, buildingType:вторичка, renovation:отсутствует, balcony:1 лодж.
itemId:159865135, builtAt:-, bathrooms:-, netArea:21, metro:Раменки, floor:6, price:15500000, area:50, elevator:1 пасс. + 1 груз., timeToMetro:1, floors:23, rooms:1, view:улица, buildingType:монолитный, renovation:-, balcony:1 лодж.
itemId:159048221, builtAt:2008, bathrooms:-, netArea:24, metro:Раменки, floor:6, price:15500000, area:55, elevator:2 пасс. + 1 груз., timeToMetro:1, floors:23, rooms:1, view:двор и улица, buildingType:кирпично-монолитный, renovation:отсутствует, balcony:1 балк.
itemId:152065963, builtAt:2012, bathrooms:1, netArea:20, metro:Дубровка, floor:15, price:15800000, area:50, elevator:1 пасс. + 1 груз., timeToMetro:4, floors:30, rooms:1, view:двор и улица, buildingType:вторичка, renovation:евроремонт, balcony:1 балк.
itemId:161398337, builtAt:-, bathrooms:1, netArea:28, metro:Белорусская, floor:2, price:15800000, area:52, elevator:1 пасс., timeToMetro:5, floors:5, rooms:1, view:двор, buildingType:монолитный, renovation:отсутствует, balcony:1 балк.
itemId:151027955, builtAt:2017, bathrooms:1, netArea:23, metro:Тимирязевская, floor:10, price:15800000, area:59, elevator:–, timeToMetro:3, floors:30, rooms:1, view:двор, buildingType:монолитный, renovation:отсутствует, balcony:1 лодж.
itemId:159217735, builtAt:2009, bathrooms:1, netArea:23, metro:Юго-Западная, floor:11, price:16000000, area:55, elevator:–, timeToMetro:12, floors:16, rooms:1, view:улица, buildingType:монолитный, renovation:отсутствует, balcony:1 лодж.
itemId:162776123, builtAt:-, bathrooms:-, netArea:22, metro:Проспект Мира, floor:3, price:16000000, area:43, elevator:1 пасс. + 1 груз., timeToMetro:2, floors:14, rooms:1, view:двор, buildingType:кирпичный, renovation:косметический, balcony:2 лодж.
itemId:159151423, builtAt:-, bathrooms:1, netArea:30, metro:Сухаревская, floor:3, price:17995475, area:50.8, elevator:1 пасс. + 1 груз., timeToMetro:7, floors:8, rooms:1, view:двор и улица, buildingType:монолитный, renovation:-, balcony:нет
itemId:162832678, builtAt:1996, bathrooms:1, netArea:19, metro:Борисово, floor:6, price:6190000, area:38, elevator:1 пасс. + 1 груз., timeToMetro:5, floors:17, rooms:1, view:двор, buildingType:панельный дом, renovation:евроремонт, balcony:1 лодж.
itemId:157484696, builtAt:-, bathrooms:1, netArea:19.2, metro:Сухаревская, floor:13, price:7300000, area:34.6, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:16, rooms:1, view:двор, buildingType:панельный дом, renovation:-, balcony:1 лодж.
itemId:163097207, builtAt:1914, bathrooms:-, netArea:33, metro:Пушкинская, floor:8, price:16000000, area:48, elevator:3 пасс. + 1 груз., timeToMetro:2, floors:10, rooms:1, view:двор, buildingType:кирпичный, renovation:косметический, balcony:–
itemId:160070234, builtAt:-, bathrooms:1, netArea:21, metro:Раменки, floor:5, price:16000000, area:50, elevator:1 пасс. + 1 груз., timeToMetro:5, floors:21, rooms:1, view:улица, buildingType:монолитный, renovation:отсутствует, balcony:1 лодж.
itemId:162393609, builtAt:1959, bathrooms:-, netArea:19.4, metro:Фрунзенская, floor:8, price:16000000, area:40.1, elevator:1 пасс., timeToMetro:10, floors:11, rooms:1, view:двор, buildingType:кирпичный, renovation:отсутствует, balcony:1 балк.
itemId:160068523, builtAt:2009, bathrooms:1, netArea:24.4, metro:Юго-Западная, floor:11, price:16023200, area:60.6, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:16, rooms:1, view:двор, buildingType:монолитный, renovation:отсутствует, balcony:1 лодж.
itemId:160299369, builtAt:-, bathrooms:1, netArea:38.7, metro:Октябрьская, floor:5, price:16205000, area:46.3, elevator:нет, timeToMetro:10, floors:13, rooms:1, view:двор, buildingType:кирпично-монолитный, renovation:-, balcony:нет
itemId:159987812, builtAt:2013, bathrooms:1, netArea:30, metro:Молодежная, floor:16, price:16500000, area:50, elevator:–, timeToMetro:6, floors:40, rooms:1, view:улица, buildingType:монолитный, renovation:дизайнерский, balcony:1 лодж.
itemId:160344956, builtAt:-, bathrooms:1, netArea:22.1, metro:Шаболовская, floor:11, price:16500000, area:55, elevator:2 пасс. + 2 груз., timeToMetro:13, floors:15, rooms:1, view:–, buildingType:монолитный, renovation:отсутствует, balcony:1 лодж.
itemId:159409010, builtAt:2012, bathrooms:1, netArea:20, metro:Дубровка, floor:18, price:16500000, area:50, elevator:1 пасс. + 1 груз., timeToMetro:5, floors:30, rooms:1, view:улица, buildingType:монолитный, renovation:дизайнерский, balcony:1 балк.
itemId:158474587, builtAt:-, bathrooms:1, netArea:–, metro:Улица 1905 года, floor:13, price:16500000, area:45.7, elevator:3 пасс. + 1 груз., timeToMetro:13, floors:21, rooms:1, view:двор, buildingType:кирпично-монолитный, renovation:-, balcony:1 балк.
itemId:156797195, builtAt:2014, bathrooms:-, netArea:20, metro:Раменки, floor:2, price:16499000, area:50, elevator:–, timeToMetro:13, floors:21, rooms:1, view:улица, buildingType:вторичка, renovation:дизайнерский, balcony:1 лодж.
itemId:149779635, builtAt:2010, bathrooms:-, netArea:30, metro:Щукинская, floor:9, price:16500000, area:65, elevator:2 пасс. + 2 груз., timeToMetro:18, floors:26, rooms:1, view:улица, buildingType:монолитный, renovation:отсутствует, balcony:1 лодж.
itemId:154071608, builtAt:-, bathrooms:1, netArea:–, metro:Улица 1905 года, floor:13, price:16500000, area:45.7, elevator:3 пасс. + 1 груз., timeToMetro:13, floors:21, rooms:1, view:двор, buildingType:кирпично-монолитный, renovation:-, balcony:1 балк.
itemId:150325273, builtAt:-, bathrooms:-, netArea:36, metro:Тверская, floor:2, price:16500000, area:41, elevator:1 пасс., timeToMetro:3, floors:9, rooms:1, view:двор, buildingType:кирпичный, renovation:-, balcony:нет
itemId:154504681, builtAt:2012, bathrooms:1, netArea:–, metro:Дубровка, floor:18, price:16500000, area:49, elevator:–, timeToMetro:8, floors:30, rooms:1, view:улица, buildingType:вторичка, renovation:дизайнерский, balcony:1 балк.
itemId:160070203, builtAt:-, bathrooms:1, netArea:42, metro:Чертановская, floor:36, price:16500000, area:65, elevator:1 пасс. + 1 груз., timeToMetro:5, floors:38, rooms:1, view:улица, buildingType:монолитный, renovation:евроремонт, balcony:нет
itemId:159049192, builtAt:1917, bathrooms:1, netArea:30, metro:Смоленская, floor:2, price:16700000, area:44.9, elevator:1 пасс., timeToMetro:8, floors:6, rooms:1, view:улица, buildingType:кирпичный, renovation:евроремонт, balcony:нет
itemId:159185618, builtAt:2009, bathrooms:1, netArea:24.7, metro:Юго-Западная, floor:3, price:16800000, area:64, elevator:–, timeToMetro:13, floors:15, rooms:1, view:улица, buildingType:монолитный, renovation:отсутствует, balcony:1 лодж.
itemId:162399680, builtAt:-, bathrooms:1, netArea:–, metro:Ленинский проспект, floor:8, price:16800000, area:47.9, elevator:2 пасс. + 1 груз., timeToMetro:4, floors:18, rooms:1, view:улица, buildingType:кирпично-монолитный, renovation:отсутствует, balcony:1 балк.
itemId:161748285, builtAt:-, bathrooms:1, netArea:16, metro:Улица 1905 года, floor:10, price:16850000, area:45.7, elevator:3 пасс. + 1 груз., timeToMetro:13, floors:21, rooms:1, view:двор, buildingType:кирпично-монолитный, renovation:отсутствует, balcony:1 балк.
itemId:161748006, builtAt:-, bathrooms:1, netArea:16, metro:Улица 1905 года, floor:10, price:16850000, area:45.7, elevator:3 пасс. + 1 груз., timeToMetro:13, floors:21, rooms:1, view:двор, buildingType:кирпично-монолитный, renovation:отсутствует, balcony:1 балк.
itemId:158743009, builtAt:2010, bathrooms:1, netArea:26, metro:Беговая, floor:6, price:16990000, area:56, elevator:2 пасс. + 2 груз., timeToMetro:3, floors:40, rooms:1, view:улица, buildingType:монолитный, renovation:дизайнерский, balcony:–
itemId:155954890, builtAt:2015, bathrooms:1, netArea:28, metro:Раменки, floor:4, price:17000000, area:51, elevator:–, timeToMetro:10, floors:21, rooms:1, view:двор, buildingType:монолитный, renovation:евроремонт, balcony:–
itemId:161473189, builtAt:2016, bathrooms:1, netArea:30, metro:Щукинская, floor:5, price:16950000, area:60, elevator:1 пасс., timeToMetro:11, floors:33, rooms:1, view:двор, buildingType:монолитный, renovation:отсутствует, balcony:–
itemId:150221802, builtAt:-, bathrooms:1, netArea:–, metro:Парк Культуры, floor:2, price:17000000, area:34.6, elevator:1 пасс. + 1 груз., timeToMetro:7, floors:7, rooms:1, view:двор, buildingType:кирпично-монолитный, renovation:отсутствует, balcony:нет
itemId:160495675, builtAt:-, bathrooms:1, netArea:18, metro:Маяковская, floor:3, price:17000000, area:38, elevator:1 пасс., timeToMetro:5, floors:7, rooms:1, view:улица, buildingType:кирпичный, renovation:-, balcony:нет
itemId:162328686, builtAt:2016, bathrooms:1, netArea:30, metro:Щукинская, floor:30, price:20000000, area:51.5, elevator:1 пасс., timeToMetro:10, floors:33, rooms:1, view:улица, buildingType:монолитный, renovation:отсутствует, balcony:–
itemId:162450069, builtAt:-, bathrooms:1, netArea:20, metro:Царицыно, floor:12, price:5300000, area:36, elevator:1 пасс., timeToMetro:10, floors:12, rooms:1, view:двор, buildingType:панельный дом, renovation:-, balcony:1 балк.
itemId:159650392, builtAt:2012, bathrooms:1, netArea:36, metro:Дубровка, floor:8, price:14500000, area:55.1, elevator:4 пасс. + 2 груз., timeToMetro:5, floors:30, rooms:1, view:улица, buildingType:монолитный, renovation:евроремонт, balcony:1 балк.
itemId:159178447, builtAt:2009, bathrooms:1, netArea:24.4, metro:Юго-Западная, floor:11, price:17300000, area:60.6, elevator:–, timeToMetro:14, floors:24, rooms:1, view:улица, buildingType:монолитный, renovation:отсутствует, balcony:1 лодж.
itemId:147731498, builtAt:-, bathrooms:1, netArea:55, metro:Динамо, floor:5, price:17250000, area:55, elevator:2 пасс., timeToMetro:12, floors:6, rooms:1, view:двор и улица, buildingType:кирпичный, renovation:дизайнерский, balcony:1 лодж.
itemId:160147470, builtAt:1905, bathrooms:1, netArea:18, metro:Арбатская, floor:2, price:17300000, area:48, elevator:нет, timeToMetro:7, floors:4, rooms:1, view:–, buildingType:кирпичный, renovation:евроремонт, balcony:нет
itemId:161251695, builtAt:-, bathrooms:-, netArea:29.1, metro:Маяковская, floor:6, price:17360000, area:43.4, elevator:1 пасс., timeToMetro:12, floors:8, rooms:1, view:двор, buildingType:кирпично-монолитный, renovation:отсутствует, balcony:–
itemId:160299364, builtAt:-, bathrooms:1, netArea:38.7, metro:Октябрьская, floor:9, price:17632000, area:46.4, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:13, rooms:1, view:двор, buildingType:кирпично-монолитный, renovation:-, balcony:1 балк.
itemId:162777965, builtAt:2010, bathrooms:1, netArea:23, metro:Беговая, floor:7, price:17800000, area:56, elevator:1 пасс., timeToMetro:3, floors:40, rooms:1, view:улица, buildingType:монолитный, renovation:дизайнерский, balcony:–
itemId:160847079, builtAt:-, bathrooms:1, netArea:23.4, metro:Белорусская, floor:2, price:17803000, area:42.6, elevator:нет, timeToMetro:7, floors:6, rooms:1, view:двор, buildingType:кирпичный, renovation:-, balcony:нет
itemId:154723801, builtAt:2007, bathrooms:1, netArea:22, metro:Беляево, floor:20, price:17800000, area:55, elevator:–, timeToMetro:4, floors:23, rooms:1, view:улица, buildingType:вторичка, renovation:дизайнерский, balcony:1 балк.
itemId:158870893, builtAt:-, bathrooms:-, netArea:28, metro:Профсоюзная, floor:20, price:17900000, area:69.5, elevator:3 пасс., timeToMetro:12, floors:27, rooms:1, view:двор, buildingType:монолитный, renovation:отсутствует, balcony:1 лодж.
itemId:156691581, builtAt:2009, bathrooms:1, netArea:–, metro:Чертановская, floor:18, price:17900000, area:65, elevator:–, timeToMetro:10, floors:41, rooms:1, view:двор, buildingType:вторичка, renovation:евроремонт, balcony:–
itemId:159219660, builtAt:2009, bathrooms:1, netArea:26.5, metro:Юго-Западная, floor:13, price:18000000, area:68, elevator:–, timeToMetro:12, floors:16, rooms:1, view:улица, buildingType:монолитный, renovation:отсутствует, balcony:1 лодж.
itemId:158768937, builtAt:2008, bathrooms:1, netArea:30, metro:Зорге, floor:12, price:18000000, area:63, elevator:–, timeToMetro:16, floors:26, rooms:1, view:–, buildingType:монолитный, renovation:дизайнерский, balcony:–
itemId:158104064, builtAt:1899, bathrooms:1, netArea:28, metro:Маяковская, floor:5, price:18000000, area:47, elevator:1 пасс., timeToMetro:5, floors:5, rooms:1, view:двор, buildingType:кирпичный, renovation:евроремонт, balcony:–
itemId:158675357, builtAt:1956, bathrooms:-, netArea:–, metro:Октябрьское поле, floor:6, price:18000000, area:50, elevator:1 пасс., timeToMetro:15, floors:7, rooms:1, view:двор, buildingType:сталинский, renovation:дизайнерский, balcony:1 балк.
itemId:157969495, builtAt:2016, bathrooms:1, netArea:32, metro:Чистые пруды, floor:6, price:18020000, area:32, elevator:1 пасс., timeToMetro:4, floors:6, rooms:1, view:двор, buildingType:кирпично-монолитный, renovation:отсутствует, balcony:1 балк.
itemId:157410541, builtAt:2001, bathrooms:2, netArea:29, metro:Щукинская, floor:3, price:17825000, area:54, elevator:1 пасс. + 1 груз., timeToMetro:10, floors:34, rooms:1, view:улица, buildingType:кирпично-монолитный, renovation:отсутствует, balcony:1 балк.
